가구번호,시도,주택층수,거주층수,주택방향,건축년도,침실(방수),거실수,욕실수,주택소유형태,현주택 거주년수,주 난방방식,주 난방연료,보조 난방방식(택1),보조 난방방식(택2),냉방방식,에어컨 설정 온도,주 취사연료,경제활동 가구원수,65세 이상 노인수,가구주성별,가구주교육정도,가구주직업,가구특성1,가구특성2,연간에너지소비량계,연간일반전력소비량,연간심야전력소비량,연간도시가스소비량,연간석유소비량계,연간프로판소비량,자가용 총 보유대수,연간지역난방소비량,연간연탄소비량,주난방시설,가중치,최종가중치,도시규모,주택형태,주택면적,가구원수,가구원구성,가구주연령대,가구 월평균소득
21012004,21,5,4,5,4,3,1,2,,6,1,5,,1,1,,4,1,0,1,1,1,1,,9675.9635,3343.725,0,652,0,0,1,0,0,3,5877.179,9611.596271,2,2,4,2,2,5,1
21012005,21,4,1,3,5,3,1,2,,1,1,5,,1,3,25,4,2,0,1,2,1,1,,11324.0796,3574.36,0,791,0,0,0,0,0,3,5877.179,4525.343429,2,2,4,4,3,3,2
21012006,21,5,2,5,4,3,1,2,,4,1,5,,1,3,21,4,1,0,2,3,5,1,,7476.22775,3186.43,0,454.065,0,0,1,0,0,3,5877.179,4525.343429,2,2,4,4,3,3,3
21012007,21,5,2,3,2,3,1,1,,15,1,5,,1,3,21,4,1,0,2,2,5,1,,6851.5433,3249.155,0,389,0,0,0,0,0,3,5877.179,5477.813479,2,2,3,4,3,4,2
21012008,21,5,3,5,2,3,1,1,,6,1,5,,3,1,,4,1,0,2,2,1,1,,5132.57774,3400.66,0,211.698,0,0,0,0,0,3,5877.179,4525.343429,2,2,3,4,3,3,1
21012009,21,5,1,3,2,3,1,1,,17,1,5,,1,3,25,4,2,0,2,2,5,1,,10524.65694,3539.62,0,717.218,0,0,1,0,0,3,5877.179,8872.92758,2,2,3,3,3,4,2
21012012,21,5,2,6,5,4,1,1,,4,1,5,,1,3,21,4,1,0,1,2,1,1,,7807.2147,3814.645,0,434,0,0,0,0,0,3,5877.179,5477.813479,2,2,4,4,3,2,2
21012014,21,22,10,6,4,3,1,2,,14,2,6,,1,3,21,4,1,0,1,3,1,1,,14929.70213,3680.51,0,76.171,0,0,1,10970,0,4,9286.235362,13305.18869,2,3,4,2,5,3,2
21012015,21,22,11,6,4,3,1,2,,6,2,6,,1,3,22,4,1,0,2,2,5,1,,16569.96201,3593.66,0,184.987,0,0,1,11550,0,4,9286.235362,6264.365096,2,3,4,4,3,4,2
21012016,21,22,3,6,4,3,1,2,,3,2,6,,1,3,22,4,1,0,1,2,3,1,,9165.3818,3456.63,0,76,0,0,0,5400,0,4,9286.235362,7582.855113,2,3,4,4,3,3,2
21012017,21,2,1,2,3,2,1,1,,11,1,5,,1,1,,4,1,0,2,1,2,1,,8464.8248,3524.18,0,521,0,0,0,0,0,3,7809.563934,15512.1192,2,1,2,2,5,5,1
21012019,21,2,2,2,4,3,1,1,,19,1,2,,1,3,22,3,3,0,1,3,1,1,,8835.934,3531.9,0,0,550,80,1,0,0,2,7809.563934,2993.369721,2,1,3,4,4,4,3
21012021,21,2,1,8,4,3,1,1,,5,1,2,,1,3,19,3,2,0,2,2,5,1,,11722.8111,3849.385,0,0,761,143,1,0,0,2,7809.563934,5869.157373,2,1,4,3,3,4,2
21012023,21,2,2,3,4,2,1,1,,17,1,2,,1,1,,3,1,0,1,2,4,1,,7375.9196,3381.36,0,0,400,79,1,0,0,2,7809.563934,6357.763051,2,1,2,2,2,3,1
21012024,21,2,2,3,4,3,1,2,,9,1,2,,1,3,20,3,2,0,1,2,3,1,,11800.7398,3765.43,0,0,763,154,1,0,0,2,7809.563934,5869.157373,2,1,3,3,3,5,2
21012025,21,15,14,6,6,3,1,2,,1,1,5,,1,1,,4,2,0,1,3,1,1,,10312.0174,3113.09,0,732,0,0,0,0,0,3,9286.235362,7978.775965,2,3,3,4,3,3,2
21012026,21,11,2,3,4,4,1,2,,11,1,5,,1,3,22,4,1,0,2,3,5,1,,10085.7792,3674.72,0,664,0,0,1,0,0,3,9286.235362,12923.97078,2,3,5,3,3,4,3
21012028,21,11,3,3,4,3,1,2,,5,1,5,,1,3,24,4,1,0,1,3,1,1,,12726.1866,3506.81,0,931,0,0,1,0,0,3,9286.235362,13999.88766,2,3,4,2,5,3,2
21012029,21,11,9,3,4,3,1,2,,7,1,5,,1,3,18,4,1,0,1,3,1,1,,10371.2077,3303.195,0,722,0,0,1,0,0,3,9286.235362,6591.444109,2,3,4,4,3,4,3
21012031,21,18,15,7,4,2,1,1,,14,1,5,,1,3,22,4,3,0,2,2,5,1,,7316.24854,2160.635,0,523.308,0,0,1,0,0,3,9286.235362,6591.444109,2,3,3,4,3,4,2
21012036,21,14,3,6,6,3,1,2,,4,1,5,,1,3,20,4,2,2,1,1,5,1,,12017.2926,3202.835,0,888.0972671,0,0,1,0,0,3,9286.235362,7978.775965,2,3,3,4,3,5,2
21012042,21,4,3,5,5,3,1,1,,1,1,2,,1,3,24,5,1,0,1,3,1,1,,11495.84341,3624.54,0,297.6739225,600,0,1,0,0,2,5877.179,1854.747303,2,2,3,4,3,3,2
21012045,21,4,3,5,4,3,1,1,,1,1,5,,1,3,25,4,1,0,1,2,1,1,,4611.457333,3624.54,0,143.2744902,0,0,1,0,0,3,5877.179,4525.343429,2,2,3,4,3,2,2
21012046,21,5,3,6,3,2,1,1,,1,1,5,,1,3,26,4,1,0,1,3,1,1,,8715.381123,3620.68,0,537.0658028,0,0,1,0,0,3,9286.235362,6591.444109,2,3,3,4,3,3,2
21012047,21,15,3,5,6,3,1,2,,1,1,5,,1,3,21,4,2,0,1,3,1,1,,11687.6312,3269.42,0,851,0,0,0,0,0,3,9286.235362,6591.444109,2,3,3,4,3,3,2
21012052,21,25,6,5,5,3,1,2,,1,1,5,,1,3,23,4,2,0,1,3,3,1,,7616.927806,3485.58,0,442.888687,0,0,1,0,0,3,9286.235362,7978.775965,2,3,4,4,3,4,3
21012053,21,5,2,1,4,3,1,1,,4,1,5,,1,3,24,4,2,0,1,2,1,1,,8979.105541,3279.07,0,590.5182493,0,0,0,0,0,3,9286.235362,6591.444109,2,3,3,4,3,3,2
21012054,21,1,1,1,1,2,1,2,,22,1,2,,1,3,22,3,2,0,2,2,3,3,,13148.1191,3386.185,0,0,1000,120,1,0,0,2,7809.563934,2993.369721,2,1,4,4,3,4,2
21012055,21,15,3,5,3,3,1,1,,1,1,5,,1,3,24.5,4,1,0,1,3,1,1,,10252.64022,3263.63,0,713.8943836,0,0,1,0,0,3,9286.235362,6591.444109,2,3,3,4,3,3,2
21012056,21,21,21,3,4,3,1,1,,19,1,5,,1,3,26,4,3,0,1,2,3,1,,8041.70383,3848.42,0,453.69728,0,0,1,0,0,3,9286.235362,6591.444109,2,3,3,4,3,4,3
21012057,21,3,1,1,4,3,1,1,,5,1,5,,1,3,20,4,2,0,1,3,3,1,,11032.5108,3562.78,0,764,0,0,1,0,0,3,5877.179,4525.343429,2,2,3,4,3,2,2
21012058,21,15,5,3,3,3,1,2,,2,1,5,,1,3,18,4,0,2,1,3,5,1,,8715.5247,3621.645,0,537,0,0,0,0,0,3,9286.235362,13999.88766,2,3,3,2,2,5,1
21012059,21,15,1,1,5,3,1,2,,3,1,5,,1,3,18,4,2,0,1,2,1,1,,11156.1235,3536.725,0,778,0,0,0,0,0,3,9286.235362,6591.444109,2,3,4,4,4,4,3
21012060,21,25,10,3,3,3,1,1,,8,1,5,,1,1,,4,1,0,1,3,1,1,,9894.6772,3501.02,0,660,0,0,1,0,0,3,9286.235362,7978.775965,2,3,3,4,3,3,2
21012061,21,15,10,3,5,3,1,2,,9,1,5,,1,1,,4,2,0,1,2,1,1,,12020.9624,3450.84,0,868,0,0,2,0,0,3,9286.235362,12923.97078,2,3,4,3,4,4,2
21012062,21,15,8,1,5,3,1,2,,8,1,5,,1,3,20,4,2,0,1,2,1,1,,8186.8507,3370.745,0,507,0,0,0,0,0,3,9286.235362,12923.97078,2,3,4,3,3,4,2
21012063,21,11,7,1,4,3,1,1,,7,1,5,,1,3,24,4,2,0,1,2,1,1,,9178.3268,3504.88,0,591,0,0,0,0,0,3,9286.235362,6591.444109,2,3,3,4,3,4,2
21012064,21,2,2,3,3,3,1,1,,1,1,5,,1,3,26,4,2,0,1,3,1,1,,13342.7876,3690.16,0,975,0,0,1,0,0,3,7809.563934,7303.434798,2,1,3,4,3,3,3
21014002,21,2,2,3,3,3,1,2,,5,1,2,,1,1,,3,0,2,1,1,5,2,,7989.801,3850.35,0,0,450,60,0,0,0,2,7809.563934,6357.763051,2,1,3,2,2,5,1
21014004,21,2,2,5,4,4,1,2,,3,1,2,,1,3,18,3,2,1,1,2,3,1,,11114.2678,3398.73,0,0,814,86,1,0,0,2,7809.563934,3623.398149,2,1,4,4,4,3,3
21014015,21,2,2,3,3,2,1,1,,3,1,2,,1,3,25,3,1,1,2,1,2,2,,8921.0667,3119.845,0,0,600,80,0,0,0,2,7809.563934,18053.48991,2,1,2,1,1,5,1
21014017,21,2,2,6,4,3,1,1,,1,1,2,,1,3,21,3,1,0,1,2,1,1,,9488.7183,3779.905,0,0,600,80,1,0,0,2,7809.563934,2993.369721,2,1,3,4,3,3,2
21014020,21,1,1,3,3,3,1,1,,1,1,2,,1,3,21,3,1,0,1,2,1,1,,14601.4401,3183.535,0,0,1240,80,1,0,0,2,7809.563934,2993.369721,2,1,3,4,3,4,3
21014024,21,1,1,5,3,3,1,1,,1,1,2,,1,3,24,3,1,0,1,4,1,1,,13214.5111,3463.385,0,0,1000,120,0,0,0,2,7809.563934,2993.369721,2,1,3,4,3,3,3
21014026,21,2,1,5,3,1,1,1,,5,1,4,,1,1,,3,0,1,1,2,5,2,,4167.0628,1902.98,0,0,0,210,0,0,0,3,7809.563934,12967.48669,2,1,2,1,1,5,1
21014027,21,2,2,5,3,4,1,1,,11,1,4,,1,1,,3,0,1,2,1,5,2,,6119.1299,1930.965,0,0,0,370,0,0,0,3,7809.563934,12967.48669,2,1,3,1,1,5,1
21014028,21,2,1,5,3,3,1,2,,6,1,4,,1,1,,3,0,2,1,1,5,1,,9704.2609,2596.815,0,0,0,620,0,0,0,3,7809.563934,4215.706799,2,1,4,3,3,5,1
21014029,21,2,1,6,3,4,1,1,,12,1,4,,1,1,,3,2,1,2,1,3,1,,5303.5323,3644.805,0,0,0,180,0,0,0,3,7809.563934,4215.706799,2,1,4,3,3,5,2
21014030,21,2,2,6,3,3,1,2,,12,1,4,,1,1,,3,1,0,1,3,4,1,,4316.2729,1516.015,0,0,0,250,1,0,0,3,7809.563934,2602.619633,2,1,3,4,3,2,1
21014031,21,2,2,6,3,1,1,1,,1,1,4,,1,1,,3,0,1,2,1,5,2,,4743.1779,2432.765,0,0,0,220,0,0,0,3,7809.563934,12967.48669,2,1,2,1,1,5,1
21014041,21,2,1,4,3,4,1,2,,6,1,5,,1,3,26,4,0,0,1,2,5,1,,9077.5926,3545.41,0,578,0,0,1,0,0,3,7809.563934,14319.98456,2,1,3,3,3,5,1
21014044,21,5,2,2,3,3,1,1,,6,1,2,,1,3,25,3,2,0,2,2,5,1,,10388.8924,3450.84,0,0,603,176,1,0,0,2,5877.179,3939.387705,2,2,4,2,2,3,2
21014051,21,18,4,5,5,3,1,2,,6,2,6,,1,3,23,4,1,0,1,2,1,1,,10290.1322,3645.77,0,239,0,0,1,4662,0,4,9286.235362,6264.365096,2,3,3,4,3,3,2
21014054,21,5,2,2,2,1,0,1,,9,1,2,,1,1,,3,1,0,1,1,1,1,,9100.826,3609.1,0,0,600,60,0,0,0,2,5877.179,3939.387705,2,2,1,2,2,4,2
21014055,21,5,2,2,4,3,1,1,,22,1,2,,1,3,25,3,1,1,1,1,3,1,,9092.856,3319.6,0,0,600,80,0,0,0,2,5877.179,3939.387705,2,2,3,2,2,5,1
21014058,21,4,2,2,2,1,0,1,,7,1,2,,1,1,,3,1,0,1,2,1,1,,9136.9101,3473.035,0,0,590,80,1,0,0,2,5877.179,1854.747303,2,2,1,4,3,3,2
21014072,21,2,1,3,2,2,1,1,,22,1,2,,1,3,27,3,2,0,1,3,3,1,,10765.3763,3220.205,0,0,800,80,1,0,0,2,7809.563934,2993.369721,2,1,4,4,3,4,3
21014073,21,15,7,3,5,3,1,2,,12,1,5,,1,3,26,4,3,0,2,2,2,1,,5758.329446,3563.745,0,258.2462844,0,0,1,0,0,3,9286.235362,12923.97078,2,3,4,3,5,3,2
21014074,21,5,5,3,3,2,1,1,,3,1,2,,1,3,21,5,1,0,1,2,1,1,,10919.4052,3520.32,0,251,600,0,1,0,0,2,5877.179,3939.387705,2,2,2,2,2,3,2
21014076,21,5,2,5,5,3,1,2,,1,1,5,,1,3,25,4,1,0,1,2,1,1,,10297.74959,3541.55,0,695.3036037,0,0,1,0,0,3,5877.179,9611.596271,2,2,3,2,2,4,2
21014077,21,15,6,3,3,3,1,1,,14,1,5,,1,3,26,4,2,0,1,3,1,1,,6156.444884,3717.18,0,283.7651087,0,0,1,0,0,3,9286.235362,6591.444109,2,3,3,4,3,4,3
21014078,21,1,1,3,4,3,1,1,,22,1,2,,1,3,26,3,2,0,1,3,1,1,,12702.6347,3428.645,0,0,1000,80,1,0,0,2,7809.563934,6357.763051,2,1,4,2,2,5,3
21014079,21,25,22,2,4,2,1,1,,3,1,5,,1,3,26,4,2,0,2,2,2,3,,6975.697024,3301.265,0,396.6068192,0,0,1,0,0,3,9286.235362,13999.88766,2,3,3,2,5,4,2
21014080,21,25,20,2,4,2,1,1,,19,1,5,,1,3,27,4,2,0,1,3,1,1,,7799.632931,3563.745,0,453.9609042,0,0,1,0,0,3,9286.235362,6591.444109,2,3,3,4,3,4,3
21014081,21,5,4,1,4,3,1,1,,6,1,5,,1,3,24,4,1,0,2,2,5,1,,9609.261766,3173.885,0,659.6088845,0,0,1,0,0,3,9286.235362,6591.444109,2,3,3,4,3,3,2
21014082,21,2,1,3,4,2,1,1,,1,1,5,,1,3,25,4,1,0,1,1,2,6,,8795.6875,3787.625,0,531,0,0,0,0,0,3,7809.563934,15512.1192,2,1,2,2,2,4,2
21014083,21,4,3,5,6,3,1,2,,4,1,5,,1,3,26,4,2,0,1,3,1,1,,10002.3669,3310.915,0,686,0,0,0,0,0,3,5877.179,4525.343429,2,2,5,4,3,3,3
21014084,21,15,4,3,5,2,1,1,,9,1,5,,1,3,25,4,1,0,1,3,3,1,,9746.3436,3728.76,0,627,0,0,1,0,0,3,9286.235362,6591.444109,2,3,3,4,3,3,2
21014085,21,15,8,3,5,2,1,1,,3,1,5,,1,3,20,4,1,0,1,2,3,1,,9133.5823,3258.805,0,607,0,0,1,0,0,3,9286.235362,7978.775965,2,3,3,4,3,3,2
21014086,21,15,4,3,5,2,1,1,,9,1,5,,1,1,,4,1,0,1,2,1,1,,10715.1515,3266.525,0,758,0,0,0,0,0,3,9286.235362,6591.444109,2,3,3,4,3,3,2
21014087,21,15,14,3,5,2,1,1,,3,1,5,,1,3,18,4,1,0,1,3,1,1,,12705.6853,3519.355,0,928,0,0,1,0,0,3,9286.235362,6591.444109,2,3,3,4,3,2,2
21014088,21,15,1,3,5,2,1,1,,3,1,5,,1,3,23,4,2,0,1,3,1,1,,8889.3178,3302.23,0,580,0,0,1,0,0,3,9286.235362,12923.97078,2,3,3,3,3,2,2
21014089,21,15,13,3,4,3,1,2,,1,1,5,,1,1,,4,2,0,1,3,1,1,,8507.1073,3403.555,0,535,0,0,1,0,0,3,9286.235362,7978.775965,2,3,4,4,3,3,2
21014090,21,18,14,5,5,3,1,1,,6,2,6,,1,3,24,4,1,0,1,3,3,1,,9397.5292,3385.22,0,168,0,0,1,4734,0,4,9286.235362,13305.18869,2,3,3,2,2,4,3
21014091,21,18,8,5,5,3,1,1,,4,2,6,,1,3,24,4,1,0,2,3,1,1,,9255.8312,3462.42,0,205,0,0,0,4140,0,4,9286.235362,13305.18869,2,3,3,2,5,4,1
21014092,21,22,9,3,4,3,1,1,,4,2,6,,1,3,24,4,1,0,1,2,1,1,,11843.664,3531.9,0,261,0,0,0,6084,0,4,9286.235362,6264.365096,2,3,4,4,3,2,2
21014093,21,2,2,5,3,1,0,1,,5,1,4,,1,1,,3,1,0,2,2,1,1,,2082.069,781.65,0,0,0,117,0,0,0,3,7809.563934,12967.48669,2,1,1,1,1,3,1
21014094,21,24,11,5,3,2,1,1,,1,1,5,,1,1,,4,1,0,2,3,5,3,,9569.4901,3183.535,0,655,0,0,1,0,0,3,9286.235362,12923.97078,2,3,2,3,3,4,2
21065002,21,2,2,6,2,3,1,2,,5,1,8,,1,3,19,3,1,0,1,2,1,1,,13403.2173,3596.555,8878,0,0,222,2,0,0,5,7809.563934,24547.65705,2,1,3,1,1,4,2
21065007,21,2,1,5,4,3,1,2,,12,1,2,,1,3,24,3,1,2,1,1,1,1,,11274.105,3811.75,0,0,800,80,0,0,0,2,7809.563934,6357.763051,2,1,4,2,2,5,1
21065012,21,2,2,3,3,4,1,1,,27,1,2,,1,3,19,3,1,0,1,2,1,1,,14999.0679,3494.265,0,0,1200,120,1,0,0,2,7809.563934,5869.157373,2,1,4,3,3,3,2
21065013,21,2,1,3,4,4,1,1,,6,1,5,,1,3,21,4,2,0,1,3,1,1,,10603.1786,3391.01,0,737,0,0,0,0,0,3,7809.563934,7303.434798,2,1,3,4,3,3,2
21065014,21,2,1,3,4,4,1,1,,5,1,8,,1,3,21,3,2,0,1,3,1,1,,15917.4085,3635.155,12205.32,220,0,0,0,0,0,5,7809.563934,4070.138999,2,1,3,4,3,4,2
21065017,21,21,18,6,4,3,1,2,,12,1,5,,1,1,,4,1,0,2,3,3,1,,4788.6594,3816.575,0,144.43,0,0,1,0,0,3,9286.235362,13999.88766,2,3,4,2,2,3,2
21065020,21,18,13,5,5,3,1,2,,7,2,6,,1,3,23,4,1,0,1,3,1,1,,8928.6377,3592.695,0,244,0,0,1,3294,0,4,9286.235362,6264.365096,2,3,3,4,3,3,2
21065021,21,18,12,5,5,3,1,2,,6,2,6,,1,3,23,4,1,0,1,3,1,1,,10033.8416,3458.56,0,336,0,0,0,3555,0,4,9286.235362,13305.18869,2,3,3,2,2,2,2
21065023,21,20,5,3,4,3,1,2,,7,1,5,,1,3,23,4,1,0,2,2,5,1,,31301.3905,3372.675,0,2723,0,0,1,0,0,3,9286.235362,13999.88766,2,3,4,2,2,4,2
21065024,21,20,20,3,4,3,1,2,,19,1,5,,1,3,23,4,2,0,2,3,1,1,,5557.78045,3355.305,0,256.205,0,0,1,0,0,3,9286.235362,6591.444109,2,3,4,4,3,1,2
21065026,21,26,25,5,5,3,1,2,,6,1,5,,1,3,23,4,2,0,2,3,1,1,,25554.8257,2936.495,0,2208,0,0,1,0,0,3,9286.235362,13999.88766,2,3,4,2,2,2,3
21065027,21,26,26,5,5,3,1,2,,3,1,5,,1,3,23,4,1,0,2,3,5,1,,29162.2492,3674.72,0,2493,0,0,2,0,0,3,9286.235362,12923.97078,2,3,4,3,3,3,2
21065028,21,26,10,5,5,3,1,2,,3,1,5,,1,3,20,4,1,0,1,3,1,1,,16816.364,3338.9,0,1337,0,0,1,0,0,3,9286.235362,39754.05005,2,3,4,1,1,3,3
21065031,21,2,1,6,1,4,1,2,,6,1,2,,1,1,,3,1,3,1,2,1,1,,9315.2692,3578.22,0,0,600,80,0,0,0,2,5877.179,3636.63858,2,2,5,3,5,3,2
21065035,21,2,1,6,3,4,1,1,,3,1,2,,1,1,,3,2,0,1,2,1,1,,11211.5335,4019.225,0,0,800,60,1,0,0,2,5877.179,3939.387705,2,2,4,2,2,3,2
21065036,21,5,1,3,5,3,1,2,,5,1,5,,1,3,25,4,1,0,1,2,1,1,,8813.421211,3354.34,0,568.4265398,0,0,1,0,0,3,9286.235362,6591.444109,2,3,3,4,3,3,2
21065038,21,5,5,3,5,3,1,2,,8,1,5,,1,3,22,4,2,1,1,2,1,1,,10645.4546,3719.11,0,714,0,0,1,0,0,3,9286.235362,7978.775965,2,3,3,4,4,4,2
21065039,21,5,3,3,5,3,1,2,,3,1,5,,1,1,,4,1,0,1,2,1,1,,11224.6253,3519.355,0,786,0,0,1,0,0,3,9286.235362,6591.444109,2,3,3,4,3,4,2
21065040,21,5,2,3,5,3,1,2,,10,1,5,,1,1,,4,1,1,1,1,1,1,,8835.9727,3737.445,0,539,0,0,0,0,0,3,9286.235362,13999.88766,2,3,3,2,2,5,1
21065042,21,1,1,3,2,2,1,1,,1,1,2,,1,1,,3,2,0,1,1,3,1,,11327.0467,3312.845,0,0,800,120,0,0,0,2,7809.563934,2993.369721,2,1,2,4,3,4,2
21065045,21,2,1,2,4,3,1,1,,13,1,2,,1,3,21,3,1,0,1,3,1,1,,9614.0332,3925.62,0,0,600,80,0,0,0,2,7809.563934,2993.369721,2,1,4,4,4,3,3
21065046,21,2,1,8,3,3,1,1,,4,1,2,,1,3,21,3,2,0,1,2,1,1,,10382.4634,3055.19,0,0,800,60,1,0,0,2,7809.563934,5869.157373,2,1,3,3,3,4,2
21065047,21,2,1,2,5,3,1,1,,6,1,2,,1,3,22,3,1,1,1,2,5,1,,13433.2577,3206.695,0,0,1050,120,1,0,0,2,7809.563934,5869.157373,2,1,3,3,3,5,2
21065049,21,2,1,2,5,4,1,1,,10,1,2,,1,3,23,3,1,0,1,2,1,1,,9234.7689,3484.615,0,0,600,80,1,0,0,2,7809.563934,6357.763051,2,1,5,2,2,3,2
21065050,21,2,1,2,3,2,1,1,,24,1,2,,1,3,22,3,1,1,2,2,1,2,,8660.1491,3096.685,0,0,600,60,0,0,0,2,7809.563934,6357.763051,2,1,3,2,2,5,1
21065053,21,2,1,2,4,1,1,0,,17,1,2,,1,1,,3,1,0,1,2,1,1,,6501.3074,2630.59,0,0,400,60,0,0,0,2,7809.563934,18053.48991,2,1,2,1,1,3,1
21065054,21,15,6,6,4,3,1,2,,1,1,5,,1,3,26,4,3,0,1,2,1,1,,12769.62822,3433.47,0,941.2122747,0,0,2,0,0,3,9286.235362,7978.775965,2,3,4,4,3,3,2
21065062,21,5,2,5,4,3,1,1,,1,1,5,,1,3,24,4,1,0,1,2,1,1,,10670.4706,3275.21,0,753,0,0,1,0,0,3,5877.179,9611.596271,2,2,3,2,2,4,2
21065063,21,33,3,5,5,3,1,2,,1,1,5,,1,3,24,4,1,0,1,3,3,1,,9299.106497,3628.4,0,592.3952538,0,0,1,0,0,3,9286.235362,6591.444109,2,3,4,4,3,3,2
21065064,21,2,2,3,2,2,1,1,,3,1,2,,1,3,25,4,2,0,1,2,1,1,,11808.3956,3516.46,0,168,800,0,1,0,0,2,7809.563934,3623.398149,2,1,2,4,3,3,2
21065065,21,1,1,5,4,2,1,1,,3,1,5,,1,3,25,4,3,0,1,3,1,1,,7307.487302,3464.35,0,414.9708823,0,0,1,0,0,3,7809.563934,14319.98456,2,1,4,3,3,3,3
21065066,21,1,1,6,3,3,1,1,,1,1,2,,1,3,23,3,1,0,2,2,5,3,,9328.2186,3873.51,0,0,600,60,0,0,0,2,7809.563934,5869.157373,2,1,2,3,3,3,1
21065067,21,18,5,5,5,3,1,1,,3,2,6,,1,1,,4,1,0,1,3,1,1,,10991.9251,3424.785,0,227,0,0,1,5679,0,4,9286.235362,6264.365096,2,3,3,4,3,3,2
21065068,21,2,2,3,3,3,1,1,,13,1,2,,5,3,23,3,2,0,1,2,3,1,,10523.2174,3499.09,0,0,800,40,1,0,0,2,7809.563934,5869.157373,2,1,4,3,3,4,3
21065069,21,5,4,2,2,2,1,1,,13,1,5,,1,1,,4,1,0,1,2,1,1,,12927.5148,3813.68,0,925,0,0,2,0,0,3,5877.179,5477.813479,2,2,2,4,3,4,2
21065070,21,36,31,3,6,2,1,1,,1,1,5,,1,1,,4,1,0,1,3,1,1,,12481.8096,3574.36,0,902,0,0,0,0,0,3,9286.235362,6591.444109,2,3,3,4,3,2,2
21065071,21,26,7,3,5,4,1,2,,1,1,5,,1,3,23,4,2,0,1,3,3,1,,28272.71946,3263.63,0,2441.610514,0,0,1,0,0,3,9286.235362,7978.775965,2,3,5,4,3,3,2
21065072,21,2,2,3,3,2,1,1,,6,1,2,,1,1,,3,1,0,1,2,1,1,,10729.6906,3178.71,0,0,800,80,0,0,0,2,7809.563934,5869.157373,2,1,2,3,3,4,2
21065073,21,21,19,5,5,4,1,2,,8,1,5,,1,3,21,4,2,0,1,3,3,1,,22467.20852,6397.235941,0,1626.614153,0,0,1,0,0,3,9286.235362,6591.444109,2,3,5,4,3,4,4
21065074,21,21,19,3,5,3,1,2,,1,1,5,,1,3,25,4,2,0,1,2,1,1,,14140.05571,3663.316327,0,1053.653276,0,0,1,0,0,3,9286.235362,6591.444109,2,3,2,4,3,3,3
22015003,22,3,1,2,3,4,1,1,,5,1,2,,1,3,20,3,3,0,2,2,2,1,,11631.797,3599.45,0,0,808,119,0,0,0,2,2321.778621,694.1091609,2,2,4,4,3,4,3
22015005,22,3,2,2,3,4,1,2,,3,1,2,,1,3,19,3,2,0,1,1,3,1,,11710.7343,3336.005,0,0,803,148,1,0,0,2,2321.778621,1360.953133,2,2,4,3,3,4,2
22015010,22,12,3,3,3,3,1,1,,10,1,5,,1,1,,4,2,1,2,999999,1,1,,5495.102,3454.7,0,242,0,0,1,0,0,3,9259.8912,5613.582987,2,3,3,4,4,4,2
22015011,22,12,3,3,3,3,1,1,,8,1,5,,1,3,19,4,2,0,1,2,3,1,,14872.678,3686.3,0,1122,0,0,1,0,0,3,9259.8912,9849.823021,2,3,3,2,2,3,2
22015013,22,12,4,3,3,3,1,1,,7,1,5,,1,3,20,4,1,0,2,2,5,1,,21812.3976,3593.66,0,1795,0,0,1,0,0,3,9259.8912,9092.84617,2,3,3,3,3,4,2
22015014,22,1,1,6,2,3,1,1,,4,1,5,,1,3,21,4,2,0,2,3,5,1,,15292.7117,3168.095,0,1205,0,0,0,0,0,3,9185.630732,9673.353113,2,1,3,4,4,3,2
22015023,22,2,2,3,2,3,1,2,,20,1,5,,1,3,25,4,2,0,2,2,5,1,,9809.4861,3608.135,0,643,0,0,1,0,0,3,9185.630732,7991.371944,2,1,4,4,3,5,2
22015024,22,2,1,3,3,3,1,1,,24,1,5,,1,3,20,4,2,0,2,2,1,1,,13883.8465,3700.775,0,1026,0,0,0,0,0,3,9185.630732,7991.371944,2,1,3,4,3,3,2
22015027,22,3,1,8,2,3,1,2,,25,1,2,,1,1,,3,2,0,2,1,5,5,3,13837.2935,3247.225,0,0,1092,120,1,0,0,2,2321.778621,1360.953133,2,2,3,3,3,5,1
22015028,22,3,2,8,2,1,1,1,,3,1,2,,1,3,19,3,2,0,2,2,1,1,,9775.0195,3671.825,0,0,650,75,1,0,0,2,2321.778621,1474.252093,2,2,2,2,2,2,2
22015034,22,3,2,7,4,3,1,1,,9,1,5,,1,3,23,4,1,0,2,3,1,1,,7819.3322,3452.77,0,465,0,0,1,0,0,3,2321.778621,3320.549547,2,2,3,3,3,3,2
22015035,22,3,2,8,4,2,1,1,,13,1,5,,1,3,26,4,3,0,1,2,1,1,,7773.9127,3351.445,0,469,0,0,1,0,0,3,2321.778621,1693.53654,2,2,2,4,4,3,2
22015036,22,2,2,8,3,3,1,1,,5,1,5,,1,3,18,4,2,0,2,3,3,1,,10671.5402,3761.57,0,713,0,0,1,0,0,3,2321.778621,2049.983041,2,2,3,4,4,2,2
22015037,22,2,1,8,3,3,1,2,,8,1,5,,1,3,23,4,2,0,2,2,1,1,,7949.7178,3495.23,0,474,0,0,1,0,0,3,2321.778621,3596.98435,2,2,3,2,2,3,2
22015038,22,3,2,8,3,3,1,2,,6,1,5,,1,1,,4,2,0,2,3,1,1,,7278.8081,3685.335,0,394,0,0,0,0,0,3,2321.778621,3596.98435,2,2,3,2,2,2,2
